Question;Reponse
Le catalogue de service c’est quoi ? ;Document regroupant l’ensemble des services en cours. Il est contenu dans le portefeuille de service. Il est divise en 2 documents.\n==> Un doc au langage client\n==> Un doc plus technique où on y retrouvera toutes les infos techniques du service, qui doit rester pour le fournisseur de services.
La fiabilite c’est quoi ? ;Aptitude d’un equipement, logiciel ou service a fonctionner durablement avec un nombre minimum d’interruption ou incidents.
La maintenabilite c’est quoi ? ;Aptitude d’un equipement, service ou logiciel a être remis en marche apres un eventuel incident.
La resilience c’est quoi ? ;On parlera de resilience pour un equipement. Il s’agit de sa capacite a continuer de fonctionner malgre des composants HS (Alim redondee, multi cpu…).
Recoverability c’est quoi ? ;C’est l’aptitude pour un equipement, service a s’auto reconfigurer jusqu’au dernier niveau d’arrêt.
La non-repudiation c’est quoi ? ;C’est assumer le fait d’avoir effectue une action. On ne peut pas nier. Tres important pour les entreprises manipulant des donnees sensibles. Si ça ne peut pas être prouve, c’est le responsable/P.D.G. qui est coupable. 
Dans la gestion de la continuite, il y a la partie technique mais egalement la partie business. Pouvez-vous me parler du business Continuity Plan ? ;Il s’agit d’un plan oriente direction qui va dicter quels seront les services a maintenir en cas de sinistre majeur. Il faudra faire des choix, on ne pourra pas tout remonter, faudra definir des priorites… C’est dans ce plan que c’est defini. Slide 56
L’authenticite c’est quoi ? ;C’est rendre fiable les echanges en introduisant une signature electronique. Est-ce-que je parle a la bonne personne ?
Que permet la phase de transition des services ?;Elle va definir un cadre a respecter afin de preparer l’implementation ou l’evolution de services pour le client. On s’assurera que le service pourra être utilisable par les utilisateurs (doc), on s’assurera que ça repond bien au besoin, que les performances sont la… Des phases de planification devront être respectees avec des livrables a produire. En quelques mots : Realisation, Construction, Tests, validation, deploiement, coordination
Quels sont les processus de la transition des services ?;REPONSE ==> La gestion de la planification et le support a la transition (Coordination des equipes si plusieurs interventions lors du changement, reservation des ressources \n ==> La gestion de l’evaluation des changements : Avoir une analyse proactive de la modification ou ajout d’un service sur l’existant. Permettra de limiter les impacts non prevus, redaction d’une PIR si necessaire qui sera reutilisee pour un second deploiement… \n ==> La validation et les tests : Va definir un certain nombre de preuves a rassembler une fois le deploiement effectue afin de s’assurer que l’utilite et les garanties convenues sont bien respectees. On redigera des PV de recette fonctionnelles (utilite), de performances, d’exploitabilite… \n ==> La gestion de la connaissance : S’assurer que les utilisateurs seront bien formes pour le nouveau service ou sa MAJ et qu’il pourra obtenir les informations qu’il souhaite quand il le demande. Ça passera par une formation des equipes supports N1, N2 et N3 (Procedures, Manex, FAQ) \n ==> La gestion des mises en production et des deploiements : va industrialiser la mise en œuvre du changement le jour J. Procedures, etapes, suivi temporel … Va reprendre certains points de la gestion de la connaissance en produisant des livrables a destination des supports et utilisateurs. \n ==> La gestion des changements : Processus central de la transition des services. Il va coordonner toutes les etapes validant plusieurs points dans le processus de changements. Enregistrement du changement, evaluation, autorisation ou pas ? Realisation, integration et deploiement cadre par des procedures... Chef d’orchestre \n ==> La gestion des actifs de services et de configuration : Processus en charge de maintenir la CMDB du CMS a jour lors de l’implementation ou le MAJ de services. (CI ordinateurs, logiciels, licences, composants, docs, sources) 
Big Bang, phase (lot), push, pull, automatique et manuel… Que signifient ces termes et dans quel processus ils intervient ? ;Big bang et phase sont des modes de deploiement (tout le monde ou par phase en creant des lots). Les modes Push et Pull sont des techniques de deploiement pour l’utilisateur. On utilisera le plus souvent Push qui installera en automatique l’application. Cependant, on pourra faire du Pull qui mettra dans un portail applicatif l’application qui pourra être installee au bon vouloir de l’utilisateur. Nous sommes toujours sûrs de l’installation automatique permettant des installations homogenes pour tous les postes et reduisant les erreurs et le temps (pas d’intervention utilisateur ou de techniciens). On a ensuite le mode manuel qui revient a se deplacer ou le faire un distant (clic, clic…). Tous ces termes interviennent dans la gestion des mises en production et des deploiements de la transition de service.
Un CI c’est quoi ? citez-m'en 5;CI = Configuration item. Ce sont des elements de configuration logiciel/materiels… qui interviennent dans la fourniture du service. Il dispose de plusieurs attributs. Ordinateurs, logiciels, licence, contrat de garantie, switch, sites, … Tous ces CI ont ensuite des attributs comme des noms, n° de serie, lieux… 
Une baseline c’est quoi ? ;Il s’agit d’un CI dans son fonctionnement normal. Tres important d’en avoir connaissance surtout pour la gestion des evenements dans l’exploitation des services.
Un CMS c’est quoi ? ;Systeme de gestion de la configuration. Va contenir plusieurs CMDB avec differents CI
Comment s'appelle la bibliotheque des CI logiciels ? ;La DML (Definitive Media Library). C’est une structure contenant les logiciels utilises dans l’infrastructure.
Une RFC, c’est quoi ? ;Request for Change : Il s’agit d’un ensemble de documents formalisant la modification d’un ou plusieurs CI. Ces RFC pourront concerner soit un changement Normal, standard (geste d’exploitation => Gestion des requêtes dans l’exploitation des services) ou urgent. 
CAB/ECAB, ça signifie quoi ? Quand intervient-il ? ;Il s’agit de comites qui valide les RFC ou non. Le cab (change advisor board) intervient pour les changements normaux, l’ECAB (e=emergency) pour les changements urgents. Les changements standards ne sont pas concernes dans la gestion des changements car ils sont pre-autorises.
Le PIR, ça signifie quoi et quand intervient-il ? ;PIR = Post implementation revew. C’est un document qui intervient apres le changement pour analyser les resultats des differentes MEP des changements. Dans certains cas il n’est utilise uniquement pour les echecs. 
Citez-moi les 7R du processus gestion de changements ?;Il s’agit des 7 questions qui doivent avoir une reponse afin de correctement sequencer son changement.  Raised = qui - Raeson = Raison - Return = Retour attendu - Risks = risques - Ressources = Ressources necessaires - Responsable = le responsable - Relationship = les relations avec les autres changes.
Le SKMS, expliquez-moi a quoi ça correspond et quand est-il utilise ? (Processus).;Il s’agit du systeme de gestion de la connaissance. Il est utilise lors du processus « gestion de la connaissance » de la transition de service. Il va contenir un ensemble de documents a destination des utilisateurs afin qu’ils puissent y trouver les informations necessaires sur le fonctionnement du service… Sont egalement concernes les equipes supports. 
Comment se nomme en langage itil le lieu de stockage du materiel informatique ? ;DHS (Definitive Hardware Store).
Quelles sont les caracteristiques d’un changement standard ? ;Il est pre-autorise par le processus de gestion des changements, son coût est connu et ses risques induits sont negligeables. 
Quelles sont les differences entre la gestion des incidents et la gestion des problemes ?;Dans la gestion des incidents, on va faire de la priorisation, gestion et retablir un service dans la limite des SLA. Dans la gestion des problemes, On fera de la prevention d’incident en determinant la cause. En gestion d’incident on fournit des solutions de contournement alors qu’en gestion de probleme des solutions definitive en determinant les causes. Ainsi ça va permettre a un service de revenir a un fonctionnement normal. 
Comment s’appelle la BDD des erreurs connues ? ;KEDB (Key error Database) 
Quel est le rôle de l’exploitation des services ? ;Fournir 100% du service au client. On appelle ça de la MCO (Maintien en condition operationnelle). Devront egalement sortir de l’exploitation des services des indicateurs afin de pouvoir faire de l’amelioration continue.
Dans l’exploitation des services, quelles sont les differences entre la reactivite et la proactivite ? ;En reactivite, nous n'agirons qu’en fonction des evenements (incident, dmd, probleme, change…). En proactivite, en best effort, on va s’investir afin de proposer/faire des ameliorations pour de l’optimisatio
Quels sont les processus de la phase d’exploitation des services ? ;Execution des requêtes, gestion des evenements, gestion des acces, gestion des problemes et gestion des incidents.
Pouvez-vous me citer les 4 fonctions itil et pour chacune d’elles faire les bonnes associations avec les termes suivants : Support N1, support N2 et N3, Moyens Generaux/proximite ?;Centre de services => Support N1 - Gestion technique et gestion des applications => Support N2 et Supporte N3 - Gestion des operations => Moyens Generaux/proximite
Pour la fonction « centre de service », pouvez-vous me donner les 3 concepts de centre de services avec les exemples d’utilisation ? ;Centre d’appels pour les tres grandes structures ayant besoin de traiter des tres grandes quantites d’appels. C’est du N0, de l’aiguillage, prise d’info pure. \n Helpdesk, centre d’assistance : appele N1, c’est un premier niveau de resolution. Gestion de panne, resolution, suivi des dmd/incidents, uniquement de la reactivite. \n - Service desk/centre de service : C’est un helpdesk avance effectuant des actions de proactivites. Niveau 1.5, competences plus larges… 
Comment est determinee la priorite d’une dmd/incident ?;C’est la resultante d’un impact et d’une urgence selon une matrice. 
Remettez dans l’ordre les actions suivant que doit realiser une personne du centre de services . Categorisation – Ouverture du ticket – suivi de l’appel – Escalade vers les grp sup N2 – Codification – Prise en compte de l’appel – Enregistrement des infos utilisateur – Investigation et diagnostique – Reponse a l’utilisateur – Clôture ticket – MAK base de co – Gestion satisfaction client;1-Prise en compte de l’appel \n 2-Ouverture du ticket \n 3-Enregistrement des infos utilisateur (id, nom, prenom, matricule, objet dmd…) \n 4-Categorisation (inc ou dmd) \n 5-Codification (Definir un delai en fonction de la priorite) \n 6-Investigation et diag (Apport de la VA, reformulation demande, 1er diag) \n 7-Reponse a l’utilisateur (1re reponse : Soit resolution ou alors on va escalader aux personnes competentes…) \n 8-Escalade vers les grp sup si necessaire \n 9- suivi du ticket, tenir informe l’utilisateur de l’avance de son ticket. \n 10-Clôture du ticket par le centre de services même s’il y a eu escalade \n 11-Gestion des enquêtes de satisfaction \n 12-Mise a jour de la base de Co (skms, modification CI)
Quels sont les 4 types d’architecture de centre de services ? ;Local, centralise, virtuel et qui suit le soleil
Expliquer moi le fonctionnement du centre de services local ?;Il s’agit d’un centre implemente sur tous les sites d’une entreprise. Beaucoup de proximite avec les utilisateurs, tres apprecie, grosse reactivite mais tres couteuse, pas de partage des connaissances avec les autres centres de services locaux de l’entreprise, pas de gestion de charge… 
Expliquer moi le fonctionnement du centre de services centralise ?;Il est implante sur un site et utilise par tous les sites de l’entreprise. Il peut être externalise par une entreprise. Mutualisation des ressources, moyens, connaissances, procedures homogenes… Cependant aucune proximite avec les utilisateurs, moins de reactivite, frustration … Quelques parades avec les outils de prise en main a distance, l’implementation de techniciens de proximite sur les sites, faire du mixe local/centralise…
Expliquez-moi le fonctionnement du centre de services virtuel ?;Un point de contact unique (SVI) qui aiguille sur des centres de services centralises propres a une fonction ou un lieu. Avantage au niveau des barrieres de la langue, resolution + efficace si appels rediriges en fonction du sujet… En revanche techniquement ça demande plus d’outils, des CTI, SVI et on rencontre quelques soucis des centres de services locaux notamment sur la coordination entre les differents centres. L’utilisation de responsable est une obligation. Pas de h24 ici. 
Expliquez-moi le fonctionnement du centre de services qui suit le soleil ? ;C’est un virtuel avec une prise en compte H24 et donc une repartition dans les 4 coins du monde pour couvrir toute une journee.
Dans la gestion des evenements, quels sont les 4 types d’evenements ? ;Normal : Survient quand le CI est dans sa baseline par ex (Charge cpu proxy ecole 13 h) - Exception : c’est anormal, peut se transformer en incident, ne degrade pas forcement la qualite du service offert (Replication entre SiteAD qui marche par intermittence. Tant qu’il n’y a pas de changement de Mdp c’est bon) - Avertissement : quand un seuil d’avertissement que l’on aura defini sur un CI est franchi (Bande Passante necessaire pour les virements en warning) - Alerte : C’est une exception avec intervention obligatoire (Le serveur applicatif ne repond plus) 
Quels sont les indicateurs qu’il est possible de mettre en place dans l’amelioration continue des services afin d’ameliorer l’efficience des processus et fonctions ?;KPI (Key Performance indicator) represente les metriques les plus importantes issues des differences processus. Elles sont selectionnees. - CSF (Critical Succes Factor) : ce sont des criteres critiques qui doivent obligatoirement être en succes, respecter les SLA, être positif… Les KPI sont selectionnees par rapport a ces CSF - Metriques techniques qui restent en interne, qui vont permettre de definir l’etat de tous les CI (perf, dispo, fiabilite) - Metriques de processus qui permettront de determiner le bon fonctionnement/la maturite des processus, s’ils sont au moins efficaces et donc dans le meilleur des cas travailler sur l’efficience. - Metriques de services qui sont communiquees au client afin de lui prouver de l’atteinte des objectifs definis dans les SLA… (utilise et garantie). 
La roue de Deming intervient a quel moment, pour quel usage et decrivez-la-moi ? ;Elle Intervient dans l’amelioration continue des services. Elle dicte un cycle en 4 phases pour la gestion des processus et donc leurs ameliorations.  - Plan : Identification de ce que l’on souhaite corriger/ameliorer, recherche et choix solution - Do : On va mettre en œuvre ce plan et gerer les processus dans un environnement de test - Check : On va verifier de plus-value apportee pour le processus et produire des rapports - Act : On met en place definitivement avec un suivi des performance et identification des ameliorations. On repart ensuite sur PLAN pour reflechir comment repondre a ces ameliorations…
