Question;Reponse
Il existe d'office des groupements de ports préparamétrés, lesquels ?;Il existe le groupement port VM Kernel qui est le réseau d'administration de l'infra virtualisée, et le VM Network qui est le réseau utilisé par les VMs
Dans quel onglet puis je créer un réseau dédié pour mon sotckage par exemple ? ;Dans l'onglet configuration > networking > add networking, pour du stockage on préfèrera utiliser le VM kernel. 
Comment puis je faire du VST ?;Pour faire du Virtual Switch Tagging, il faut Tag les Groupements de port dans les Vswitch, le vswitch se chargera alors d'effectuer le balisage sur les paquets, il ne faut pas oublier d'utiliser une VMnic physiquement relié à un switch sur un port taggé au Vlan en question.
EST, c'est quoi ? Qu'est ce que je dois faire côté hôte ?;Dans le cadre de l'External Switch Tagging c'est le switch physique qui gère le balisage VLAN, l'hôte n'a rien à faire.
Je veux paramétrer des VLAN et utiliser le VGT, c'est donc un paramétrage côté VM qui est fait pour baliser les paquets, chose que j'ai fait mais ça ne fonctionne pas, pourquoi ?;Dans le cadre de Virtual Guest Tagging, il faut que le groupement de port du Vswitch soit taggé 4095, ou dans le cas d'un distributed vswitch il faut tagger le groupement de port en fonction du tag de Vlan côté guest. 
Dans le cadre de la mise en place d'un solution de stockage iSCSI, que doit on paramétrer côté hôte et côté baie de stockage ? ;Il faut paramétrer côté hôte les adaptateurs de stockage et configurer l'iSCSI initiator, côté baie de sotckage il faut paramétrer l'espace disque et configurer une Target iSCSI.
Pour la mise en place de ma solution de stockage iSCSI, mon responsable m'a indiqué que je devrai faire des modifications particulières pour mon réseau dédié, lesquelles ?;Afin de limiter la charge CPU et améliorer les performances il est recommandé d'augmenter la valeur du MTU des trames ethernet sur le réseau de stockage au maximum (9000), si les équipements le permettent.
SAN et NAS , quelles différences ??;Le SAN est une solution de stockage mutualisé à travers le réseau qu'on va mettre à disposition au travers de protocoles spécifiques le tout en mode bloc de données, le NAS lui met à disposition un espace de stockage formaté et directement accessible et connecté au réseau accessible, la solution est dépendante du système de fichier.
Quelle est la particularité du VMFS par rapport aux autres file system ?;Le VMFS permet un accès concurentiel en lecture / écriture aux données à différents hôtes
En regardant les performances d'une de mes VMs, je remarque dans le graphique de la RAM, une courbe Balooning et une autre TPS, qu'est ce que c'est ?;Ce sont des procédés permettant à une VM de consommer de la RAM qui est allouée à une autre VM pour la balooning ou de réduire la consommation de ram en mettant en commun les les pages de ram en commun entre les VMS pour éviter la redondance d'une même page. 
Je n'arrive pas à envoyer des demandes à mes VMs, par exemple je souhaite éteindre l'OS d'une des VMs mais l'hôte m'indique qu'il manque un composant, lequel ?;Pour une majorité de tâches d'administration les outils Vmware tools sont nécessaires sur les VMs.
Le format VMDK possède une limite de taille, laquelle ? ;Les disques VMDK sont limités à 2 To et 512 octets.
Lors de la création d'une VM, il me demande pour le stockage si je veux faire du provisionnement maigre ou épais ???;On parle ici de Thin (maigre) ou Thick (épais) provisionning, le Thick provi. permet au disque d'occuper immédiatement l'espace alloué > Lazy zeroed = création du disque et allocation totale mais pas d'écriture de zéro sur les anciennes données // Eager zeroed Allocation et écriture sur tout l'espace , Thin provi. = Allocation dynamique du disque qui permet l'overcommiting (surallocation des ressources)
Qu'est-ce qu'un IQN ?;C'est le nom qualifié pour l'initiator iSCSI
Je dois prévoir l'achat des licences de mon infra, j'ai acheté une licence Standard, pourrai-je utiliser le DRS ?;Non le DRS n'est disponible que pour les licences enterprise+ (Fonctionnalité de déplacement automatique des VMs à chaud en fonction de la charge).
Veeam me demande pour le bon fonctionnement de sa solution à ce que je possède une licence Vmware Essential au minimum, pourquoi ?;Car l'API Vstorage est désactivée en version Free 
J'ai eut une coupure de courant et ça a coupé mes hôtes, une fois le courant revenu mes VMs n'ont pas démarré toutes seules, pourquoi ?;Il faut paramétrer le démarrage automatique avec l'hôte dans l'onglet config de l'hôte > software > VM startup/shutdown
Je souhaite pouvoir gérer les ressources de plusieurs machines de manière centralisé, quelle fonctionnalité me le permet ?;Le pool ressource, qui permet de gérer un pool de ressource attribué à certaines VMs.
Une API est particulièrement utilisé par les soft de sauvegarde : VADP (Vstorage API for Data Protection), pourquoi ?;Au travers de cet API il est possible de sauvegarde l'image de l'enveloppe de la VM (snapshot), sans avoir d'agent installé sur le guest OS et à chaud. 
Quelle différence entre un snapshot de baie et un snapshot de VM ?;Le Snapshot de baie capture une image d'un LUN entier (volume VMFS complet) donc avec plusieurs VMs, le snapshot de VM va capturer l'image de la VM uniquement. 
Je souhaite pouvoir faire des scripts qui vont intéragir avec mes hôtes directement, comment puis je faire ?;On peut utiliser des scripts powershell grâce à PowerCLI (Module powershell qui créé un lien avec les hôtes) ou en bash sur l'appliance VCSA.
Qu'est ce que la paravirtualisation ?;C'est un type de virtu où les OS virtualisés ont conscience d'être virtualisé sur un hyperviseur et le Kernel de ces guest Os sont modifiés pour envoyer des instructions bas niveau différentes et directement au matériel, il n'y a donc pas d'interception ni de translation binaire par l'hyperviseur.
Expliquez moi le SaaS ?;Software as a Service = le client n'a pas de contrôle de l'infrastructure, il utilise simplement l'application mis à disposition, exemple : gmail, O365, google Apps, ...
Expliquez moi le PaaS ?;Plateform as a Service = Le client dispose de ressources serveurs sur lesquelles il déploie des applications, il ne controle pas l'infrastructure sous jacente.
Expliquez moi IaaS ?;Infrastructure as a Service = Le client provisionne lui même des ressources, et gère son infra en déployant ses vms, ainsi que ses solutions, ... 
Je dois faire une migration P2V , qu'est ce que c'est et quel outil vmware peut me servir ?;Le P2V (Physical to Virtual) consiste à migrer une machine physique en VM, l'outil VMware converter permet ceci
Avec VMFS 5 il est possible de créé des LUN de 64To maximum, cependant ce n'est pas conseillé, pourquoi ? ;Il est préférable de séparer les Datastores en fonction de leur utilisation (Test, production, sauvegarde, Iso, ...), de plus lors d'un migration il est plus facile de migrer étape par étape les datastores et évite un temps de migration trop long, et enfin en cas de corruption du volume, cela limitera l'impact à un LUN plus petit.
Vrai ou faux : Utiliser Vmotion et storage Vmotion sur des VMs en prod est sans risque ?;Faux, lors de la migration du stockage avec Storage Vmotion, une micro coupure peut avoir lieu lors du passage d'un volume à l'autre, celà peut corrompre une base de données, provoquer un plantage d'application, ... Il vaut mieux effectuer cette action lors d'un moment hors prod.
Microsoft refuse de traiter mon ticket lié à mon incident rencontré avec mon cluster Microsoft MSCS, pourquoi ?;Car ma solution de stockage lié au cluster MSCS n'est pas en RDM (Raw device mapping), or c'est un prérequis Microsoft.
Vrai ou Faux : RDM est une solution de file system pour le stockage SAN en contexte de virtualisation ?;Faux, le format RDM permet de présenter des volumes de stockage bruts aux hôtes, ce n'est pas un file system mais un fichier pointeur en réalité qui indique l'emplacement des LUN.
OVF qu'est ce que c'est ?;OVF (Open  Virtual machine Format) est un format de fichier qui intègre les métadonnées et les paramètres d'une ou plusieurs VM, ce fichier est importable dans l'hyperviseur pour déployer plus rapidement des VMs
Je dois déployer des VMs rapidement mais je ne possède que des fichiers OVA, qu'est ce que c'est ?;Les fichiers OVA sont des fichiers OVF compressés pour en faciliter la migration / déplacement ...
