Question;Reponse
Vrai ou faux ? Le consentement de la personne est obligatoire avant de recuperer ses donnees ? ; Faux, plusieurs exceptions existent : si le traitement est necessaire dans le cadre d un contrat auquel la personne est partie, dans le cadre d une obligation legale, dans le cadre d une urgence vitale, d une mission d interet public, ...
Est il necessaire d informer l utilisateur de la finalite du traitement des donnees ? ; Oui, dans le cadre du RGPD, le responsable du traitement doit informer l utilisateur de l existence du traitement, de sa finalite / des objectifs, ...
Est ce que la societe Digisec, composee de 1 personne, est concernee par RGPD ? ; Oui, il n y a pas de seuil. TOUT organisme ets concerne.
Mon entreprise fait externaliser la gestion de la paie des salaries a un cabinet d expert comptable. Qui est soumis a RGPD et sous quel role ? ; L entreprise en tant que responsable du traitement de donnees, ainsi que le cabinet externe en tant que sous traitant.
Dans le cadre du traitement de donnees personnelles, dois je demander le consentement explicite d une personne lorsque je la salarie ? (pour l embauche par exemple); Non, nous sommes dans le cadre d un contrat de travail, le traitement est donc logique et le consentement explicite non necessaire.
La societe Peepoodoo, situee en Belgique, est elle autorisee a confier le traitement de certaines donnees personnelles a l'Iran ? ; Oui mais il est necessaire que le pays soit autorise par la CNIL et fasse parti d un accord international comme le Privacy Shield pour les USA.
Le DPO est il considere comme responsable en cas de non conformite au RGPD ? ; Non, il a pour role de controler la conformite des traitements mais n est en aucun cas juridiquement responsable.
Dans quel cas de figure est il necessaire de mener une Analyse d'Impact sur le Protection des Données ? (AIPD) ; Une AIPD est obligatoire pour tout traitement susceptible d engendrer des risques eleves pour les droits et libertes des personnes concernees.
Des donnees donnant des informations sur des condamnations penales sont elle considerees comme donnees sensibles ? ; Non d apres RGPD, les condamnations penales ne sont pas considerees comme sensibles.
Qu est ce que SAFARI ? Quand est ce que ce concept a ete initie ? ; SAFARI est un projet du gouvernement francais initie en 1973 et cense permettre une interconnexion des fichiers administratifs concernant chaque citoyen grace au numero de securite sociale et ainsi de posseder une BDD centralisee.
A quelle date entre en vigueur la loi Informatique et Libertes en France ? A quoi sert elle initialement ?; Le 6 Janvier 1978, le principe de cette loi est de mettre l informatique au service de chaque citoyen et de proteger leurs donnees ainsi que l ensemble de leurs libertes, identite, vie privee, ... 
Que s est il passe le 24 Octobre 1995 ? ; La directive europeenne 95/46/CE est adoptee par le parlement europeen et le conseil de l UE, elle reprend les principes cles de la loi Informatique et libertes de 1978 et a pour objectif de creer un socle commun a tous les pays UE en matiere de protection des datas.
Que s est il passe en France le 6 Aout 2005 ? ; La loi informatique et libertes fait l objet d une refonte en profondeur pour s aligner sur la directive Europeenne de 1995 et correspondre aux avancees technologiques depuis 1978.
Quand est ce que le texte du RGPD a ete valide par le conseil de l UE, le parlement europeen ainsi que la commission europeenne ? ; Le 15 decembre 2015. 
Quelle loi francaise vient enrichir la loi informatiques et libertes en 2016 ? ; Le 7 Octobre 2016, c est la loi Republique numerique qui renforce les droits des personnes.
Quand est ce que le RGPD entre en vigueur en Europe ? ; Le 25 mai 2016.
Quand est ce que le RGPD est entre en application (quand est ce que le delai de mise en conformite a expire ?) ; Le 25 mai 2018. 
Quelle obligation l organisation a t elle lors qu une fuite de donnees personnelles non sensibles a lieu ? ; Elle doit declarer la fuite a la CNIL dans les 72h et informer les personnes concernees en cas de risques pour ces dernieres. 
Dans le cadre du RGPD, quels sont les acteurs et intervenants potentiels ? ; La personne protegee, le responsable du traitement, le sous-traitant, le destinataire, le tiers et l autorite de controle.
Ma societe (Les Lapins Cretins) recupere des donnees personnelles par le biais d une entreprise de commerce de vetements (Bwaaaah) dans le but de calculer des stats sur ces donnees pour l. Nous utilisons une infra Azure avec des instances temporaires hebergees en Allemagne, France et au Royaume-Uni. Quel est notre role dans le cadre du traitement des donnees et du RGPD ? ; La societe Les lapins cretins est sous-traitante de Bwaaaah qui est responsable de traitement.
Dans quel cas de figure est il obligatoire d engager un DPO ? ; Si l entite est un organisme public ou si les traitements de donnees sont definis comme etant a grande echelle sur les individus ou encore si le traitement de donnee est a grande echelle et intervient sur des donnees sensibles / condamnation penale / infraction. 
Quels articles du code penal sont engages en cas d infraction intentionnelle d un RSSI ou admin ? ; L article 323 et 226 du code penal.
Brievement, a quoi font references les differentes parties 1-2-3 de l article 323 du code penal ? ; 323.1 = Acces ou maintien frauduleux dans un SI, 323.2 = Entrave ou alteration du fonctionnement du SI, 323.3 = Modification ou suppression frauduleuse de donnees.
Je suis actuellement RSSI de la societe Yopiplop, mon patron m a demande d espionner un utilisateur pour lui. J ai accepte. Aujourd hui nous sommes au tribunal suite a cette affaire et l attaque de l ancien collaborateur en question. Suis je reponsable sachant que c est mon responsable qui a demande cette action ? ; Oui, notre responsabilite sur le plan civil et penal est engagee lors d une action illegale. De plus l ordre recu d un superieur ne constitue pas une cause d irresponsabilite penale.
Citez les differents acteurs potentiels d un projet ? ; MOA = Maitrise d ouvrage = celui qui fait faire, MOE = maitrise d oeuvre = celui qui fait, le chef de projet qui peut etre AMOA = Assistance MOA, l equipe de projet, les parties prenantes.
A quoi sert un matrice SWOT ? ; C est un outil permettant de determiner les forces / faiblesses / opportunites et Menaces d un projet.
Quel outil pourrait me servir pour la gestion des intervenants et de leurs rôles au sein du projet ? ; La matrice RACI (Responsable de real, Approbateur, Consulte et Informe
Je souhaite definir le mieux possible un objectif, comment puis je faire / que puis je utiliser ? ; Pour definir clairement un objectif nous pouvons utiliser la methode SMART afin qu il dispose des attribut suivants : Specifique / Mesurable / Accepte / Realiste et Temporel (definit dans le temps avec echeance).
A quoi sert OBS dans un projet ? ; C est un schema permettant d identifier des personnes ainsi que leur responsabilite pour chaque tache.
Quel outil peut me permettre d effectuer un suivi regulier du projet, suivre le calendrier, identifier le chemin critique, ... ? ; Le diagramme de Gantt.
Quels outils peuvent me permettre de comprendre une analyse d ecart dans un projet ? ; l Ishikawa et les 5 Pourquoi ? (le bon sens egalement).
Comment calcule t on la criticite d un risque ? ; (Gravite * Probabilite) = Criticite (nous pouvons egalement ajouter la capacite de detection / reaction dans le calcul).
J'ai calcule la criticite des risques encourus pour mon projet, comment les traiter ?;On peut traiter les risques en agissant sur la gravite (Protection) et/ou sur la probabilite (Prevention).
Quelle loi rentre en jeu lors de la gestion des risques d un projet et stipulant qu en agissant sur une petite partie des risques, nous traiterons la majorite ? ; La Loi de Pareto qui dit qu en agissant sur 20%, nous traiterons 80% des risques.
Que dit la loi de Brooks ? ; Elle traite de la gestion du retard dans un projet et dit : ajouter des participants a une tache en retard la retarde encore plus.
Que dit la loi de Murphy ? ; Tout ce qui peut mal tourner va a un moment donne mal tourner. (ce qui doit arriver, arrivera)
Quelle loi traite de l efficacite humaine, et que dit elle exactement ? ; La loi de Illich : Au dela d un certain seuil de temps l efficacite humaine decroit voire devient negative (90 min environ).
Que dit la loi de Carlson ? ; Un travail realise en contoinu prend moins de temps et d energie que lorsqu il est realise en plusieurs fois, entrecoupe.
Que dit la loi de Repillez ? ; Une reunion sans compte rendu est une reunion qui n a jamais existe.
