Question;Reponse
Quelles sont les differentes options de traitement des risques ? (Comme peut on agir sur les risques ? ) ; En controlant / reduisant le risque via des mesures de securite, en maintenant / assumant le risque, en partageant / transferant le risque, en evitant / supprimant le risque.
Donnez les types d actifs selon ISO 27005 pour les informations suivantes : Gestion des donnees clients, Serveur de base de donnees clients, Site web avec portail d acces client. ; La gestion des donnees clients = Processus metier d un actif essentiel/primaire, Serveur BDD = Actif support, Site web = Actif support.
Suite a une interview avec la direction de l entreprise "Vinas & tapas", il a ete note que la societe partenaire Biereafeu ne travaillerait plus qu avec des partenaires respectant ISO 27001. La direction ne peut en aucun cas se permettre de perdre ce partenaire. Quel est le positionnement du parametre dont il est question ? ; ici la contrainte est determinee (acceptee) par la direction, c est donc de type norme (ISO 27001), d origine interne et volontaire.
A quoi sert une regle de gestion des risques ? ; Les regles de gestion vont permettre de faciliter /faire des choix durant tout la gestion des risques comme : determiner le classement des evenements redoutes, determiner la vraisemblance d un risque en fonction des scenarios de menace, ...
Quel est le but du module 5 de la methode EBIOS 2010 ? ; Lors de ce module, nous etudions les mesures de securite afin de traiter les risques. Nous allons egalement pousser le plan d action et le suivi des remediations, ... 
De quel sujet traite ISO 27005 exactement ? ; De la securite de l information, c est plus exactement un recueil de lignes directrices traitant de la gestion des risques en SSI.
Quelles sont, dans les grandes lignes, les etapes d ISO 27005 ? ; Identification du contexte et de ses risques > evaluation des risques et definition des actions de traitement > Execution des actions > Controle des resultats > Revision de la politique de traitement des risques selon les resultats.
Dans la liste suivante, quels peuvent etre les processus metiers de Sodebo ? (sur un scope large) Respect qualite des recettes - Gestion des relations commerciales - Liaison VPN intersite - Ligne de production agroalimentaire - Maintenance des machines de prod - Fabrication des pizzas ;  Ici les processus metiers vitaux a Sodebo sont : Gestion des relations commerciales (pour vendre la prod) et Fabrication des pizzas.
A quoi sert un objectif strategique ? ; Ce sont des objectifs fixes par la direction d une entreprise afin de realiser la vision de l entreprise, exemple : Une strategie de distribution en circuit court et une strategie de communication locale basee sur les mediats locaux permettraient de realiser la vision d appuyer la presence locale de l entreprise. 
A quoi sert un schema directeur SI ? ; Un schema directeur SI sert a offrir une vue globale de l etat actuel du SI, precise les besoins et definit les orientations a prendre pour l evolution de ce dernier et repondre aux besoins. 
En suivant la methode EBIOS 2010, quelle etape vient apres avoir identifie et evalue les scenarios de menace pouvant impacter les biens supports ? ; L etude des scenarios de menace correspond au module 3, nous allons donc passer au module 4 : etudier les risques (appreciation, analyse, evaluation et identifier les objectifs de securite).
Un cabinet d architecte a noter le processus metier : Gestion des etudes, le processus essentiel lie est : Creer des plans, quelles pourraient etre les informations essentielles en lien ? ; si le processus essentiel est l elaboration de plans, alors les plans techniques sont des informations essentielles. Il peut egalement y avoir le dossier technique du projet, documents en lien avec la zone de construction, ... 
Comment un attaquant va pouvoir porter atteinte a un bien essentiel ? ; En compromettant les biens supports relies a ce bien essentiel, exemple : bien essentiel = Vente de chaussures en ligne > bien support = Site web de vente en ligne > Compromission du site web. 
Apres un calcul de risque brut, le niveau est de gravite 4 (critique) et vraisemblance 3 (forte) , nous souhaitons mettre en place une mesure de securite agissant sur la vraisemblance, le calcul de risque net va t il nous permettre de diminuer la vraisemblance a 2 (significative) ? ;  Non, car la mesure de securite est a mettre en place, donc elle n est pas encore presente, or le risque NET est calcule sur le risque brut - les mesures existantes.
Que signifie EBIOS ? ; Expression des Besoins et Identification des Objectifs de Sécurité
Dans la methode EBIOS 2010, qu'est-ce qu un depositaire, sur quel type de bien est t'il associé ? ; Un depositaire est le responsable d un (ou de plusieurs) bien essentiel.
